rank,name,establishment_means
species,Tadorna cana,introduced
species,Sarkidiornis melanotos,introduced
species,Chenonetta jubata,NA
species,Cyanocorax yncas,NA
species,Psarocolius decumanus,NA
species,Catharus bicknelli,NA
species,Myadestes townsendi,NA
species,Aplonis panayensis,NA
species,Garrulax leucolophus,NA
species,Amazona albifrons,introduced
species,Amazona farinosa,introduced
species,Leptodactylus pentadactylus,NA
species,Necturus maculosus,NA
species,Tylototriton shanjing,NA
species,Tantilla oolitica,endemic
species,Spilotes pullatus,introduced
species,Bothrops moojeni,NA
species,Trioceros melleri,NA
species,Gekko badenii,introduced
species,Heloderma horridum,NA
species,Anolis barbatus,introduced
species,Varanus albigularis,NA
genus,Trionyx,NA
species,Rhinoclemmys pulcherrima,introduced
species,Ursus arctos,NA
species,Potos flavus,introduced
species,Leopardus pardalis,NA
species,Caracal caracal,NA
species,Cephalophus silvicultor,NA
species,Callithrix jacchus,NA
species,Alouatta caraya,NA
species,Pan paniscus,NA
species,Eulemur fulvus,NA
species,Cynomys ludovicianus,introduced
genus,Meriola,NA
species,Ctenochaetus strigosus,NA
species,Hypomyces lactifluorum,NA
species,Chrysaora fuscescens,NA
species,Liatris pycnostachya,NA
species,Octopus vulgaris,NA
species,Danio rerio,NA
species,Morelia spilota,NA
species,Retinia comstockiana,NA
species,Syphonota geographica,NA
species,Quercus suber,introduced
species,Thecacera pennigera,NA
species,Crataegus monogyna,introduced
species,Pittosporum undulatum,introduced
species,Clarkia unguiculata,NA
species,Hygrocybe punicea,NA
species,Physalis peruviana,introduced
species,Amanita phalloides,introduced
species,Rhincodon typus,NA
genus,Polypodium,NA
species,Chytonix palliatricula,NA
species,Rubus ursinus,NA
species,Suillus luteus,NA
species,Odonus niger,NA
species,Ilex aquifolium,introduced
species,Sida fallax,NA
genus,Dynamena,NA
species,Sanguisorba minor,introduced
species,Glechoma hederacea,introduced
hybrid,Erysimum × cheiri,introduced
species,Ornithogalum umbellatum,introduced
species,Saponaria officinalis,introduced
species,Coprinopsis stercorea,NA
species,Katsuwonus pelamis,NA
species,Narcissus jonquilla,introduced
genus,Geopora,NA
species,Cornus amomum,NA
species,Gambusia affinis,NA
species,Elymus repens,introduced
species,Cenchrus clandestinus,introduced
species,Linum pratense,NA
species,Atomosia glabrata,NA
species,Megaphorus clausicellus,NA
species,Tipulogaster glabrata,NA
species,Townsendia nigra,NA
species,Oenothera glazioviana,introduced
species,Hibiscus rosa-sinensis,NA
species,Tectona grandis,NA
species,Leccinum scabrum,NA
species,Helvella elastica,NA
species,Calocera viscosa,NA
species,Ambystoma bishopi,NA
species,Anaxyrus americanus,NA
species,Peltophryne lemur,NA
species,Hibiscus arnottianus,NA
species,Pseudotaxiphyllum elegans,NA
species,Amorphophallus bulbifer,NA
species,Cedrus deodara,introduced
species,Mastigias papua,NA
species,Gladiolus italicus,introduced
genus,Euchiton,NA
species,Phaenicophaeus curvirostris,NA
species,Phrynosoma cornutum,introduced
species,Eulemur collaris,NA
species,Agave shawii,NA
species,Anthoxanthum odoratum,introduced
species,Armoracia rusticana,introduced
species,Avicennia marina,NA
species,Calliandra eriophylla,NA
species,Carex leavenworthii,NA
species,Chamelaucium uncinatum,NA
species,Cotyledon orbiculata,introduced
species,Crassula multicava,introduced
species,Cuscuta obtusiflora,native
species,Dasiphora fruticosa,NA
species,Dimorphotheca ecklonis,introduced
species,Eragrostis pectinacea,native
species,Glebionis segetum,NA
species,Juncus acuminatus,NA
species,Juncus acutus,NA
species,Malephora crocea,introduced
species,Matthiola incana,introduced
species,Mentha longifolia,introduced
species,Myriophyllum spicatum,introduced
species,Pelargonium inquinans,NA
species,Pelargonium zonale,NA
species,Phalaris caroliniana,NA
species,Plantago aristata,NA
species,Pyracantha crenulata,introduced
species,Rubus ulmifolius,introduced
species,Salicornia depressa,native
species,Secale cereale,introduced
species,Ulmus pumila,introduced
species,Wolffia brasiliensis,native
species,Zannichellia palustris,NA
species,Libellula pulchella,NA
species,Noctua pronuba,introduced
species,Syritta pipiens,introduced
species,Rubus allegheniensis,NA
species,Rhododendron maximum,NA
species,Stenocarpus sinuatus,NA
genus,Catasetum,NA
species,Eueides isabella,NA
genus,Ephydra,NA
species,Lucanus elaphus,NA
species,Agaricia agaricites,NA
species,Cephalopholis fulva,NA
species,Chiloscyllium plagiosum,NA
species,Dendrogyra cylindrus,NA
species,Fundulus notatus,NA
species,Hemiscyllium ocellatum,NA
species,Labidochromis caeruleus,introduced
species,Lampropeltis splendida,NA
species,Lestes forficula,native
species,Mussa angulosa,native
species,Ophiogomphus australis,NA
species,Opsopoeodus emiliae,NA
species,Procambarus bivittatus,NA
species,Procambarus erythrops,endemic
species,Procambarus seminolae,NA
species,Somatochlora provocans,NA
species,Taeniura lymma,NA
species,Bidens discoidea,NA
species,Sphinx kalmiae,NA
genus,Platismatia,NA
species,Chondrostereum purpureum,NA
species,Stereum ochraceoflavum,NA
species,Rimbachia bryophila,NA
species,Russula eccentrica,NA
species,Lepiota castaneidisca,NA
species,Agaricus moelleri,NA
species,Lutjanus kasmira,NA
species,Helicolenus dactylopterus,NA
species,Stenanthium gramineum,NA
species,Hadrurus arizonensis,NA
species,Cladonia portentosa,NA
species,Ligustrum vulgare,introduced
species,Antennaria plantaginifolia,native
species,Asterias rubens,NA
species,Araneus marmoreus,NA
species,Halichondria bowerbanki,NA
species,Cyclura lewisi,NA
species,Sargocentron spiniferum,NA
species,Acanthurus olivaceus,NA
species,Plectorhinchus chaetodonoides,NA
species,Platycerium superbum,NA
species,Allium chinense,NA
species,Allopeas clavulinum,NA
species,Leccinum insigne,NA
species,Dracaena angustifolia,NA
genus,Prokelisia,NA
species,Pholiota aurivella,NA
species,Cortinarius corrugatus,NA
species,Asterophora lycoperdoides,NA
species,Papilio protenor,NA
species,Staphylea trifolia,native
species,Amorphophallus konjac,NA
species,Anoplodactylus lentus,NA
species,Securigera varia,introduced
species,Daphne laureola,introduced
species,Clematis drummondii,NA
species,Ahlia egmontis,NA
species,Petasites japonicus,introduced
species,Asplenium scolopendrium,NA
species,Aphaenogaster tennesseensis,NA
species,Liatris squarrulosa,native
species,Fumaria bastardii,NA
species,Hypena bijugalis,NA
species,Aurelia labiata,NA
species,Fothergilla gardenii,native
species,Mycale laevis,NA
species,Monanchora arbuscula,NA
species,Cochlospermum vitifolium,NA
species,Naso annulatus,NA
species,Stenocionops furcatus,NA
species,Ficus natalensis,NA
species,Cyathea arborea,NA
species,Prestoea acuminata,NA
species,Batyle suturalis,NA
species,Prionus laticollis,NA
species,Cotinus coggygria,introduced
species,Taxus cuspidata,introduced
species,Augochlorella aurata,NA
species,Thaumatomyia glabra,NA
species,Amphiprion perideraion,NA
species,Xenopus tropicalis,introduced
species,Eucalyptus grandis,NA
species,Encephalartos gratus,NA
species,Juniperus rigida,introduced
species,Juniperus flaccida,NA
species,Encephalartos villosus,NA
species,Cycas rumphii,NA
species,Cycas debaoensis,NA
species,Cycas micronesica,NA
species,Abies fraseri,NA
species,Tephrosia onobrychoides,NA
species,Senna spectabilis,introduced
genus,Angraecum,NA
species,Tillandsia capitata,NA
species,Corypha utan,NA
species,Glipostenoda ambusta,NA
species,Blechnum occidentale,native
species,Eustixia pupula,NA
species,Magusa divaricata,NA
species,Schinia arcigera,NA
species,Synanthedon exitiosa,NA
species,Epicauta vittata,NA
species,Scorias spongiosa,NA
species,Bugeranus carunculatus,NA
species,Geothlypis philadelphia,NA
species,Setophaga occidentalis,NA
species,Dahlia coccinea,NA
species,Elaphria grata,NA
species,Zephyranthes minuta,introduced
species,Chrysopa oculata,NA
genus,Chaitophorus,NA
species,Euclidia cuspidea,NA
species,Oecanthus exclamationis,NA
species,Nedra ramosula,NA
species,Calliandra houstoniana,NA
species,Sclerochiton harveyanus,NA
genus,Columnea,NA
genus,Delphacodes,NA
species,Lobelia laxiflora,NA
species,Parides erithalion,NA
species,Myscelia ethusa,NA
species,Carex granularis,NA
species,Xysticus funestus,NA
species,Aristida longespica,native
species,Amanita murrilliana,NA
species,Drynaria quercifolia,NA
species,Caligo illioneus,NA
species,Lactarius deliciosus,NA
genus,Streblus,NA
species,Allium cuthbertii,NA
species,Amblyolepis setigera,NA
species,Aphanostephus ramosissimus,NA
species,Barbula indica,NA
species,Callicostella pallida,NA
species,Callistephus chinensis,introduced
species,Calymperes palisotii,NA
species,Carex hyalinolepis,NA
species,Carex muehlenbergii,NA
species,Carex superata,NA
species,Cayaponia americana,NA
species,Citharexylum berlandieri,NA
species,Crataegus sargentii,NA
species,Ctenitis submarginalis,native
species,Cyperus cuspidatus,native
species,Dichanthelium wrightianum,NA
species,Digitaria cognata,NA
species,Digitaria setigera,NA
species,Dyschoriste linearis,NA
species,Elephantopus mollis,NA
species,Erpodium domingense,NA
species,Eryngium planum,introduced
species,Eucladium verticillatum,NA
species,Fissidens polypodioides,NA
species,Froelichia gracilis,NA
species,Funaria flavicans,native
species,Galactia parvifolia,NA
species,Helianthus resinosus,NA
species,Hypericum harperi,NA
species,Hypoxis rigida,NA
species,Ilex longipes,NA
species,Indigofera pilosa,NA
species,Iresine rhizomatosa,native
species,Kalanchoe integra,NA
species,Lejeunea glaucescens,NA
species,Lepidium ruderale,NA
species,Lysimachia hybrida,NA
species,Mammea americana,native
species,Myriophyllum pinnatum,NA
species,Paspalum langei,NA
species,Phacelia dubia,NA
species,Philonotis marchica,NA
species,Pycnanthemum pycnanthemoides,NA
species,Quercus polymorpha,NA
species,Radula australis,NA
species,Rhexia parviflora,NA
species,Rhododendron flammeum,NA
species,Rhynchospora harveyi,NA
species,Rhynchospora macrostachya,NA
species,Rorippa sylvestris,introduced
species,Rumex altissimus,NA
species,Schisandra glabra,NA
species,Scirpus divaricatus,NA
species,Sericocarpus linifolius,NA
species,Setaria barbata,NA
species,Spermolepis divaricata,native
species,Tetraneuris linearifolia,NA
species,Thelesperma filifolium,NA
species,Tradescantia hirsuticaulis,NA
species,Trematodon longicollis,NA
species,Urochloa ramosa,NA
species,Viburnum plicatum,introduced
species,Xyris correlliorum,endemic
species,Zoysia japonica,introduced
hybrid,Ipomoea × leucantha,native
hybrid,Stachytarpheta × intercedens,NA
genus,Ephydatia,NA
genus,Sparganophilus,NA
species,Paracheirodon innesi,NA
family,Cheiridiidae,NA
genus,Epierus,NA
species,Collops balteatus,NA
genus,Calymmaderus,NA
genus,Caenocara,NA
genus,Megalaria,NA
genus,Melanophthalma,NA
genus,Leiodes,NA
species,Hymenorus densus,NA
species,Tornos abjectarius,NA
species,Strongylium tenuicolle,NA
species,Pseudomerulius curtisii,NA
species,Tubifera microsperma,NA
species,Coprinopsis cinerea,NA
species,Agaricus subrufescens,NA
species,Pterygoplichthys multiradiatus,introduced
species,Microgobius thalassinus,NA
species,Hemanthias leptus,NA
species,Cladonia grayi,NA
species,Saraca asoca,NA
species,Usnea subfloridana,NA
genus,Platoma,NA
genus,Brillantaisia,NA
species,Cortinarius aureifolius,NA
species,Rasahus biguttatus,NA
species,Helisoma anceps,NA
species,Dyspanopeus sayi,NA
species,Tylopilus indecisus,NA
species,Pachyella clypeata,NA
species,Chroogomphus rutilus,NA
species,Gnathanodon speciosus,NA
species,Savignyella lafontii,NA
genus,Newportia,NA
species,Hypera postica,introduced
species,Pinnaspis aspidistrae,NA
species,Pellaea rotundifolia,NA
species,Cenchrus ciliaris,introduced
species,Diadema setosum,NA
species,Hyphaene thebaica,NA
genus,Gymnodinium,NA
species,Doryteuthis pleii,NA
species,Lentinula boryana,NA
species,Hypochaeris albiflora,introduced
species,Scaphytopius acutus,NA
species,Aporinellus completus,NA
species,Bosmina longirostris,NA
family,Trachelocercidae,NA
genus,Surirella,NA
species,Staurastrum pingue,NA
species,Cylindrotheca closterium,NA
species,Psilolechia lucida,NA
genus,Zoothamnium,NA
species,Phleogena faginea,NA
species,Hylodesmum glutinosum,native
species,Nasturtium microphyllum,NA
species,Phedimus spurius,introduced
species,Bolbitius reticulatus,NA
species,Bulbothrix isidiza,NA
species,Byssoloma leucoblepharum,NA
species,Scotophaeus blackwalli,introduced
species,Gaussia maya,NA
genus,Tricholosporum,NA
species,Rhamdia quelen,NA
species,Myrmekiaphila torreya,NA
species,Galium spurium,NA
species,Attalea butyracea,NA
species,Salvia madrensis,NA
species,Agelastica alni,NA
species,Peridea basitriens,NA
genus,Ptilostomis,NA
species,Acronicta connecta,NA
species,Agrilus acutipennis,NA
species,Anguispira alternata,NA
species,Araecerus fasciculatus,NA
species,Araneus juniperi,NA
species,Arthonia platyspilea,NA
species,Baetisca rogersi,NA
species,Bitoma quadriguttata,NA
species,Calicium hyperelloides,NA
species,Caloptilia fraxinella,NA
species,Caloptilia stigmatella,NA
species,Carmenta pyralidiformis,NA
species,Catocala delilah,NA
species,Cernotina truncona,NA
species,Ceuthophilus maculatus,NA
species,Cirrhophanus triangulifer,NA
species,Cladonia parasitica,NA
species,Cladonia santensis,NA
species,Cochlicopa lubrica,native
species,Cochlodinella poeyana,NA
species,Crocidosema longipalpana,NA
species,Cryptocephalus calidus,NA
species,Datana robusta,NA
species,Digrammia ordinata,NA
species,Diploicia canescens,NA
species,Donacia tuberculata,NA
species,Enaphalodes cortiphagus,NA
species,Erythroneura elegans,NA
species,Geomysaprinus floridae,NA
species,Glyptocera consobrinella,NA
species,Helvibotys helvialis,NA
species,Hyparpax aurora,NA
species,Hyperphyscia minor,NA
species,Isocorypha mediostriatella,NA
species,Lacon impressicollis,NA
species,Leporinus fasciatus,NA
species,Lepraria incana,NA
species,Lepturges confluens,NA
species,Litargus sexpunctatus,NA
species,Maccaffertium modestum,NA
species,Macrosiagon pectinata,NA
species,Meropleon cosmion,NA
species,Mocis texana,NA
species,Mordellistena cervicalis,NA
species,Mordellistena trifasciata,NA
species,Myrmex myrmex,NA
species,Neatus tenebrioides,NA
species,Neoconocephalus velox,NA
species,Neodactria zeellus,NA
species,Neoplynes eudora,NA
species,Nicrophorus pustulatus,NA
species,Oberea ocellata,NA
species,Ophraella conferta,NA
species,Ophraella notata,NA
species,Pachybrachis hepaticus,NA
species,Perdita blatchleyi,endemic
species,Pertusaria xanthodes,NA
species,Phaeographis haematites,NA
species,Phaeographis punctiformis,NA
species,Phaleria testacea,NA
species,Phloeosinus dentatus,NA
species,Photomorphus archboldi,NA
species,Phyllobaenus verticalis,NA
species,Pisidium punctiferum,NA
species,Plocetes ulmi,NA
species,Pnirontis languida,NA
species,Polyamia apicata,NA
species,Porina heterospora,NA
species,Pseudopityophthorus minutissimus,NA
species,Pupoides modicus,NA
species,Pyractomena lucifera,native
species,Pyrenula anomala,NA
species,Pyrenula cocoes,NA
species,Rhagium inquisitor,NA
species,Rhodobaenus tredecimpunctatus,NA
species,Sacodes pulchella,NA
species,Scopula purata,NA
species,Spectralia gracilipes,NA
species,Sphenophorus aequalis,NA
species,Sphenophorus parvulus,NA
species,Suphisellus puncticollis,NA
species,Sympherobius occidentalis,NA
species,Synanthedon pictipes,NA
species,Tarache terminimaculata,NA
species,Temnothorax schaumii,native
species,Tetragnatha viridis,NA
species,Theridion varians,NA
species,Tulsa finitella,NA
species,Utterbackia peggyae,endemic
species,Utterbackia peninsularis,NA
species,Wyeomyia smithii,NA
species,Xestia dilucida,NA
species,Zanclognatha protumnusalis,NA
subfamily,Onychiurinae,NA
species,Syntrichia ruralis,NA
species,Sigmoria australis,NA
species,Pleurotaenium trabecula,NA
family,Scolopendrellidae,NA
genus,Albunea,NA
genus,Parajapyx,NA
genus,Pogonognathellus,NA
genus,Limnesia,NA
genus,Podocinum,NA
genus,Halticoptera,NA
genus,Cerapterocerus,NA
genus,Tetracnemus,NA
genus,Paraolinx,NA
genus,Goniozus,NA
genus,Laelius,NA
genus,Compsothrips,NA
genus,Coniopteryx,NA
species,Caryocorbula contracta,NA
species,Hyotissa mcgintyi,NA
species,Niveria quadripunctata,NA
species,Basterotia elliptica,NA
species,Tremoctopus violaceus,NA
species,Architeuthis dux,NA
species,Berthellina quadridens,NA
species,Melanella conoidea,NA
species,Puperita pupa,NA
species,Caecum floridanum,NA
species,Cymatium femorale,NA
species,Cyclostremiscus pentagonus,NA
species,Volvarina avena,NA
species,Melongena melongena,NA
species,Jaspidella jaspidea,NA
species,Platydoris angustipes,NA
species,Costasiella nonatoi,NA
species,Astropyga magnifica,NA
species,Goniaster tessellatus,NA
species,Vallentinia gabriellae,NA
species,Labrundinia pilosella,NA
species,Parides eurimedes,NA
species,Tabanus vittiger,NA
species,Microprosthema semilaeve,NA
species,Epialtus dilatatus,NA
species,Paguristes erythrops,NA
species,Apocorophium louisianum,NA
species,Cymothoa oestrum,NA
species,Allacrotelsa spinulata,NA
species,Ischnodemus fulvipes,NA
species,Vitronura giselae,NA
species,Entomobrya atrocincta,NA
species,Neoscona utahana,NA
species,Oxyopes acleistus,NA
species,Trogus pennator,NA
species,Metachroma clarkei,NA
genus,Solenostoma,NA
species,Disocactus ackermannii,NA
species,Opuntia inaperta,NA
species,Philodendron sagittifolium,NA
species,Xanthosoma violaceum,NA
species,Bromelia karatas,NA
species,Ixora finlaysoniana,NA
species,Agave potatorum,NA
species,Sanchezia parvibracteata,NA
species,Barleria oenotheroides,NA
species,Vittaria graminifolia,NA
species,Callisia multiflora,NA
species,Echeveria agavoides,NA
species,Piper umbellatum,NA
species,Solanum umbellatum,NA
species,Justicia comata,NA
species,Melochia nodiflora,NA
species,Conus sennottorum,NA
species,Hemipolygona mcgintyi,NA
species,Flabellina engeli,NA
species,Heraclides torquatus,NA
species,Hexapanopeus angustifrons,NA
species,Neortholomus scolopax,NA
species,Faiditus caudatus,NA
species,Tachytes distinctus,NA
species,Pheidole crassicornis,native
species,Phyllophaga crinita,NA
species,Hololepta quadridentata,NA
species,Euphorticus pubescens,NA
species,Pinnotheres pisum,NA
species,Ambrosiodmus obliquus,NA
species,Dectes texanus,NA
species,Frankliniella bispinosa,NA
species,Indiopsocus bisignatus,NA
species,Dieunomia nevadensis,NA
species,Isotoma viridis,NA
species,Entomacrodus nigricans,NA
species,Leptochilus acolhuus,NA
genus,Thryallis,NA
species,Caloptilia negundella,NA
species,Bibio femoratus,NA
species,Embothrium coccineum,NA
species,Micrasterias americana,NA
species,Chaetopsis fulvifrons,NA
species,Scarites ocalensis,NA
species,Sargassum vulgare,NA
species,Lasioglossum fuscipenne,NA
species,Tabanus fulvulus,NA
genus,Hantzschia,NA
species,Synanthedon rubrofascia,NA
species,Colomychus talis,NA
species,Ophraella sexvittata,NA
species,Kaloula pulchra,introduced
species,Coenosia attenuata,introduced
species,Oedancala dorsalis,NA
species,Liburniella ornata,NA
species,Polyclinum constellatum,NA
species,Ceramium cimbricum,NA
species,Gelidium crinale,NA
species,Alocasia micholitziana,NA
species,Acorus gramineus,NA
species,Physarella oblonga,NA
genus,Septoria,NA
species,Massala obvertens,NA
genus,Antrodiella,NA
species,Pentagonica flavipes,NA
genus,Sinoxylon,NA
species,Euxesta eluta,NA
genus,Notogramma,NA
species,Engytatus modestus,NA
species,Microthyris anormalis,NA
genus,Cochlodinium,NA
species,Caligo eurilochus,NA
species,Symplegma viride,NA
genus,Aspidisca,NA
species,Sphagneticola calendulacea,NA
species,Pycnoporellus alboluteus,NA
species,Menetus dilatatus,NA
species,Cryptops leucopodus,NA
species,Poratia digitata,NA
species,Heliocheilus lupatus,NA
species,Nyctocereus serpentinus,NA
genus,Achnanthes,NA
species,Papilio palinurus,NA
species,Hyphaene petersiana,NA
genus,Clutia,NA
species,Agaricus bernardii,introduced
species,Wrightia religiosa,NA
species,Anthurium plowmanii,NA
species,Hygrophorus chrysodon,NA
species,Melaleuca cajuputi,NA
genus,Paraproba,NA
species,Nepenthes ampullaria,NA
species,Aleiodes stigmator,NA
species,Chrysanthemum indicum,NA
species,Christia obcordata,introduced
species,Curcuma aromatica,NA
species,Parodia magnifica,NA
genus,Lithodesmium,NA
species,Pterocarpus indicus,NA
species,Fevillea cordifolia,NA
species,Cryptanthus zonatus,NA
species,Aceria baccharices,NA
species,Amanita daucipes,NA
species,Amanita xylinivolva,NA
species,Calvatia bicolor,NA
species,Coleosporium ipomoeae,NA
species,Corynespora cassiicola,NA
species,Lactifluus gerardii,NA
species,Lepista nuda,NA
species,Marasmius fulvoferrugineus,NA
species,Penicillium italicum,NA
species,Perenniporia tenuis,NA
species,Puccinia sparganioidis,NA
species,Puccinia urbaniana,NA
species,Stropharia melanosperma,NA
species,Trichaptum byssogenum,NA
species,Trichoglossum variabile,NA
genus,Amylosporus,NA
species,Davallia fejeensis,NA
species,Mesua ferrea,NA
species,Epidendrum fulgens,NA
species,Agonoscelis puberula,NA
species,Deilelater physoderus,NA
species,Meskea dyspteraria,NA
species,Poecilocapsus nigriger,NA
species,Planicephalus flavocostatus,NA
species,Suillus collinitus,NA
species,Alcyonidium hauffi,NA
species,Lovenella gracilis,NA
species,Lysmata grabhami,NA
species,Caryota obtusa,NA
species,Latania lontaroides,introduced
species,Livistona saribus,introduced
species,Syagrus coronata,NA
species,Harmothoe aculeata,NA
species,Psittacara wagleri,introduced
species,Russula cystidiosa,NA
species,Megapenthes rufilabris,NA
species,Ficus hispida,NA
species,Harpullia pendula,NA
species,Pleiogynium timoriense,NA
species,Echinolittorina meleagris,NA
hybrid,× Butyagrus nabonnandii,NA
species,Russula paludosa,NA
genus,Striatella,NA
family,Haplodesmidae,NA
subfamily,Xenoscelinae,NA
genus,Trimorus,NA
genus,Erythracarus,NA
species,Cercospora ipomoeae,NA
species,Hypomyces papulasporae,NA
species,Pestalotiopsis versicolor,NA
species,Puccinia helianthi,NA
species,Pyronema omphalodes,NA
species,Stilbocrea macrostoma,NA
species,Lipaphis pseudobrassicae,NA
species,Salvia uliginosa,NA
species,Tradescantia cerinthoides,NA
species,Xyleborinus saxesenii,NA
species,Helobdella europaea,NA
genus,Pithophora,NA
species,Coptodisca diospyriella,NA
species,Mea skinnerella,NA
species,Keiferia lycopersicella,NA
species,Olethreutes griseoalbana,NA
species,Retinia taedana,NA
genus,Piratula,NA
species,Rhizosolenia setigera,NA
species,Carapa guianensis,NA
species,Hosta sieboldii,introduced
species,Ruttya fruticosa,NA
species,Hibiscus surattensis,NA
species,Melaleuca alternifolia,NA
species,Gustavia augusta,NA
species,Cassia roxburghii,NA
species,Ricordea florida,NA
species,Solenopsis tonsa,native
species,Hygrocybe laetissima,NA
species,Clusia lanceolata,NA
species,Globba schomburgkii,NA
species,Grewia asiatica,NA
species,Ixora hookeri,NA
species,Nannorrhops ritchiana,NA
species,Costus barbatus,NA
species,Ficus subpisocarpa,NA
species,Hypleurochilus caudovittatus,NA
species,Erysiphe australiana,introduced
species,Columbella rustica,NA
species,Begonia coccinea,NA
species,Achaea echo,NA
species,Javesella pellucida,NA
genus,Agonoleptus,NA
species,Tachys scitulus,NA
species,Colletes latitarsis,native
species,Pigritia murtfeldtella,NA
genus,Acylomus,NA
species,Toumeyella parvicornis,NA
species,Xyleborus celsus,NA
genus,Odonteus,NA
species,Platysoma cylindricum,NA
species,Pinophilus latipes,NA
species,Crassula arborescens,NA
species,Rheumatobates vegatus,NA
species,Dromia erythropus,NA
genus,Acanthothecis,NA
species,Cladonia verticillata,NA
species,Clathroporina subpungens,NA
species,Leucodecton occultum,NA
species,Isogona scindens,NA
species,Alaus patricius,NA
species,Gonia bimaculata,NA
species,Trochosa sepulchralis,NA
species,Gardenia thunbergia,NA
species,Neocoelidia tuberculata,NA
species,Aphis sambuci,NA
species,Noctiluca scintillans,NA
species,Micrasterias denticulata,NA
species,Micrasterias rotata,NA
species,Eudorina elegans,NA
species,Euastrum humerosum,NA
species,Ophiothrix oerstedii,NA
species,Haemopis sanguisuga,introduced
species,Closterium ehrenbergii,NA
species,Volvox aureus,NA
species,Staurastrum natator,NA
species,Staurastrum alternans,NA
species,Euastrum lapponicum,NA
species,Dejongia californicus,NA
species,Pediastrum obtusum,NA
species,Groenbladia neglecta,NA
species,Eucosma floridana,NA
species,Perophora viridis,NA
species,Belocephalus davisi,NA
species,Belvosia bifasciata,NA
species,Rhipidia maculata,NA
species,Ormia ochracea,NA
species,Sinningia sellovii,NA
species,Coprinopsis pseudonivea,NA
species,Lopidea instabilis,NA
species,Cryptanura spinaria,NA
genus,Matsucoccus,NA
genus,Arsipoda,NA
species,Heterobostrychus aequalis,NA
species,Ceroplastes rubens,NA
species,Cyerce cristallina,NA
species,Chilo erianthalis,NA
species,Sedum japonicum,NA
species,Aulodrilus pigueti,NA
species,Distaplia corolla,NA
species,Kirchneriella obesa,NA
species,Closterium navicula,NA
species,Staurastrum punctulatum,NA
genus,Tetraleurodes,NA
species,Trypanisma prudens,NA
species,Desmidium coarctatum,NA
species,Staurastrum elongatum,NA
species,Staurastrum novae-caesareae,NA
species,Cosmarium margaritatum,NA
species,Bertamyia notata,NA
species,Gomphonema intricatum,NA
species,Closterium lunula,NA
species,Rhipidandrus paradoxus,NA
species,Tharsus seditiosus,NA
species,Brachydeutera longipes,NA
species,Tachytes aurulentus,NA
species,Asparagus macowanii,NA
species,Monochroa quinquepunctella,NA
species,Tylopilus variobrunneus,NA
species,Hohenbuehelia mastrucata,NA
species,Falcicula hebardi,NA
species,Atlanticus americanus,NA
genus,Saygorytes,NA
species,Radermachera yunnanensis,NA
genus,Lobophyllia,NA
species,Anoplius semicinctus,NA
genus,Pseudacteon,NA
species,Pleurotus citrinopileatus,introduced
species,Turbonilla toyatani,NA
species,Clavariadelphus americanus,NA
species,Callianthe megapotamica,NA
species,Zapornia flavirostra,NA
species,Leucania subpunctata,NA
species,Picipes badius,NA
species,Eucosmophora manilkarae,NA
species,Eucosma raracana,NA
species,Phormoestes palmettovora,NA
species,Chenopodiastrum murale,introduced
species,Leptoglossus confusus,NA
species,Lampropeltis polyzona,introduced
species,Ossicaulis lignatilis,NA
species,Thionia elliptica,NA
species,Gamundia striatula,NA
species,Gampsocoris decorus,NA
species,Calliostoma scalenum,NA
species,Nelphe carolina,native
species,Diodora dysoni,NA
species,Murexsul oxytatus,NA
species,Paramugil georgii,NA
species,Platycerium alcicorne,NA
genus,Neolithobius,NA
species,Ceratium carolinianum,NA
species,Chilabothrus subflavus,NA
species,Dero vaga,NA
species,Inocybe tubarioides,NA
species,Dichanthelium angustifolium,NA
species,Euodynerus schwarzi,NA
species,Pyrausta cardinalis,NA
species,Cosmarium pyramidatum,NA
subgenus,Platytipula,NA
species,Marasmius crinis-equi,NA
species,Encyonema evergladianum,NA
species,Ruellia dipteracanthus,NA
species,Mycale magnirhaphidifera,NA
species,Thionia quinquata,NA
species,Gymnosporangium effusum,NA
species,Parthenolecanium quercifex,NA
species,Opuntia cespitosa,NA
species,Closterium setaceum,NA
species,Alectryon coriaceus,NA
species,Dasymutilla scaevola,NA
species,Celticecis connata,NA
species,Aloe greatheadii,NA
species,Vachellia nilotica,NA
species,Mareca sibilatrix,introduced
species,Crithagra mozambica,introduced
genus,Apatococcus,NA
subgenus,Cyrtocoelioxys,NA
species,Pandanus spiralis,NA
species,Neolimonia rara,NA
species,Muellerianella laminalis,NA
species,Cercospora moricola,NA
species,Mycetinis opacus,NA
species,Ampulex canaliculata,NA
species,Carpobrotus deliciosus,NA
species,Araneus alboventris,NA
species,Aloiampelos striatula,NA
species,Branneria carinata,NA
species,Selaginella delicatula,introduced
species,Cestrum laevigatum,NA
species,Melissodes apicatus,NA
species,Gloioxanthomyces nitidus,NA
species,Pseudobatos productus,NA
species,Puntigrus tetrazona,introduced
species,Mugil rubrioculus,NA
subgenus,Synocoelioxys,NA
species,Parallelodiplosis subtruncata,NA
species,Polyamia weedi,NA
species,Ancylis diminuatana,NA
species,Limonius basilaris,NA
species,Uhlorchestia uhleri,NA
species,Strumigenys epinotalis,introduced
species,Cerataphis brasiliensis,NA
species,Phytomyza ilicicola,NA
